GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
37163HARR,0,Voting District HARR,Sampson,2631,799,1475,301,8,16,32,2008,660,1139,175,4,13,17,1250,924,321,954,296
37163INGO,0,Voting District INGO,Sampson,2483,811,694,934,5,2,37,1722,638,536,527,3,2,16,809,447,354,461,348
37163ROWA,0,Voting District ROWA,Sampson,3210,1432,754,941,4,44,35,2318,1131,570,572,4,31,10,1183,540,636,571,612
37163NGRV,0,Voting District NGRV,Sampson,2596,1500,414,633,10,22,17,1962,1227,331,378,4,15,7,1011,405,596,482,529
37163GIDD,0,Voting District GIDD,Sampson,2601,870,715,971,0,15,30,1841,674,567,580,0,10,10,808,456,346,478,330
37163MING,0,Voting District MING,Sampson,3936,2451,649,725,4,61,46,2875,1887,486,435,4,43,20,1529,418,1098,458,1071
37163CLEM,0,Voting District CLEM,Sampson,2493,1463,342,558,17,70,43,1824,1174,242,320,14,60,14,924,280,640,314,610
37163HERR,0,Voting District HERR,Sampson,1076,920,59,68,1,16,12,823,713,49,42,1,14,4,568,80,484,118,450
371658,0,Voting District 8,Scotland,2223,1314,511,56,4,291,47,1627,1033,356,28,2,180,28,802,346,453,412,390
371653,0,Voting District 3,Scotland,4516,2586,1457,71,71,232,99,3372,2094,986,46,51,154,41,2088,977,1102,1086,1002
371654,0,Voting District 4,Scotland,5429,3543,1326,100,90,292,78,4308,2956,969,68,58,207,50,2587,1206,1370,1296,1291
371659,0,Voting District 9,Scotland,3224,1977,621,75,8,451,92,2393,1552,476,50,6,270,39,1102,494,602,603,499
371657,0,Voting District 7,Scotland,5037,1745,2399,101,30,635,127,3703,1395,1734,58,23,426,67,1995,1369,621,1403,592
3716510,0,Voting District 10,Scotland,3672,1860,1117,70,44,481,100,2671,1463,774,44,25,323,42,1258,671,582,763,495
371652,0,Voting District 2,Scotland,3056,762,1926,71,12,230,55,2189,631,1329,40,12,149,28,1295,1006,284,1044,250
371655,0,Voting District 5,Scotland,2320,1206,340,37,12,679,46,1755,961,261,17,7,489,20,858,311,539,367,491
371656,0,Voting District 6,Scotland,2066,725,960,90,3,250,38,1780,652,852,75,3,180,18,389,212,172,240,149
371651,0,Voting District 1,Scotland,4614,887,3227,83,9,319,89,3286,743,2216,51,7,226,43,1843,1559,280,1572,271
371670002,0,Voting District 0002,Stanly,2416,1779,346,130,106,7,48,1811,1448,211,75,54,7,16,818,301,503,324,494
371670025,0,Voting District 0025,Stanly,4525,4176,38,260,8,15,28,3401,3192,32,144,4,11,18,2035,462,1552,505,1530
371670008,0,Voting District 0008,Stanly,2853,605,1976,187,20,10,55,2070,498,1413,120,16,8,15,1186,1082,101,1076,110
371670013,0,Voting District 0013,Stanly,2603,2369,74,74,56,5,25,2042,1901,52,34,40,4,11,1237,283,937,359,878
371670007,0,Voting District 0007,Stanly,3008,2256,453,118,123,13,45,2341,1856,320,63,77,13,12,1388,530,850,568,820
371670023,0,Voting District 0023,Stanly,4065,3759,64,189,16,10,27,3094,2910,47,104,12,8,13,1946,411,1520,458,1488
371670028,0,Voting District 0028,Stanly,2569,1796,581,129,21,9,33,1926,1393,431,67,14,8,13,1009,484,520,535,474
371670012,0,Voting District 0012,Stanly,1575,1430,42,17,52,7,27,1236,1140,40,8,33,7,8,670,174,486,202,468
371670015,0,Voting District 0015,Stanly,2614,1583,822,128,39,15,27,2217,1318,727,128,23,14,7,961,429,517,488,473
371670017,0,Voting District 0017,Stanly,2636,2332,194,44,50,5,11,1985,1787,136,23,32,5,2,1324,380,930,437,887
371670019,0,Voting District 0019,Stanly,2238,2131,13,27,48,4,15,1699,1639,7,17,28,4,4,1187,274,897,316,871
371670010,0,Voting District 0010,Stanly,2314,1817,216,141,96,8,36,1725,1445,141,73,50,7,9,944,312,620,360,584
371670018,0,Voting District 0018,Stanly,2162,1881,151,37,52,10,31,1806,1583,130,34,29,10,20,876,299,567,315,561
371670020,0,Voting District 0020,Stanly,3221,3072,12,31,84,4,18,2457,2368,10,15,49,4,11,1603,252,1336,309,1294
371670024,0,Voting District 0024,Stanly,3755,3485,40,176,24,4,26,2883,2730,27,99,13,4,10,1920,337,1562,378,1542
371670014,0,Voting District 0014,Stanly,1436,1336,33,10,38,3,16,1177,1111,24,7,23,3,9,784,202,574,250,534
371670026,0,Voting District 0026,Stanly,2461,2201,117,26,90,5,22,1875,1714,87,11,56,2,5,1133,327,782,407,726
371670021,0,Voting District 0021,Stanly,1751,1688,7,20,14,1,21,1357,1321,5,11,10,1,9,967,155,800,206,762
371670027,0,Voting District 0027,Stanly,3267,2790,337,99,7,14,20,2623,2294,256,50,6,6,11,1743,549,1177,661,1082
371670003,0,Voting District 0003,Stanly,2814,2281,348,98,33,2,52,2193,1865,228,56,22,1,21,1637,646,970,722,915
371670022,0,Voting District 0022,Stanly,2599,2155,216,167,22,9,30,2017,1688,188,98,20,7,16,1313,367,937,437,876
371670011,0,Voting District 0011,Stanly,1972,1687,127,40,81,5,32,1549,1384,76,21,55,3,10,924,247,669,306,618
371670016,0,Voting District 0016,Stanly,1731,1268,383,18,38,10,14,1368,1012,303,14,23,10,6,867,357,506,374,493
3716912,0,Voting District 12,Stokes,2834,2697,23,54,8,15,37,2147,2064,15,34,5,13,16,1317,331,967,354,963
3716910,0,Voting District 10,Stokes,4429,4158,53,119,34,12,53,3341,3174,41,71,23,8,24,2310,649,1628,681,1629
3716903,0,Voting District 03,Stokes,2026,1930,9,64,0,5,18,1602,1532,8,48,0,3,11,949,229,703,273,676
3716911,0,Voting District 11,Stokes,5759,5329,98,241,14,19,58,4513,4249,76,136,12,11,29,2267,669,1555,686,1581
3716907,0,Voting District 07,Stokes,948,839,87,12,0,3,7,761,666,79,9,0,2,5,457,157,289,165,292
3716901,0,Voting District 01,Stokes,1238,1180,17,24,1,6,10,1004,960,15,15,1,5,8,574,186,372,205,369
3716902,0,Voting District 02,Stokes,2738,2560,37,118,1,4,18,2198,2071,33,79,1,2,12,1160,391,739,480,680
3716913,0,Voting District 13,Stokes,2630,2477,32,70,15,4,32,1984,1886,24,44,10,4,16,1216,304,902,324,892
3716908,0,Voting District 08,Stokes,1870,1764,34,33,6,3,30,1446,1377,27,18,5,3,16,807,258,539,263,544
3716906,0,Voting District 06,Stokes,956,892,33,24,2,0,5,772,723,30,15,2,0,2,423,123,292,142,281
3716909,0,Voting District 09,Stokes,3136,2922,108,55,8,12,31,2459,2315,84,32,5,8,15,1373,430,919,486,887
3716904,0,Voting District 04,Stokes,3046,2903,23,68,5,9,38,2310,2221,18,43,5,7,16,1391,364,1011,386,1005
3716905,0,Voting District 05,Stokes,1067,989,47,20,0,5,6,811,751,39,11,0,5,5,506,165,328,182,324
3716920,0,Voting District 20,Stokes,2191,2003,75,69,10,8,26,1680,1555,65,30,5,7,18,877,292,575,340,537
3716914,0,Voting District 14,Stokes,3444,3282,22,99,8,11,22,2683,2576,17,58,7,8,17,1614,465,1111,548,1066
3716919,0,Voting District 19,Stokes,1516,1312,143,32,4,7,18,1192,1037,122,12,3,5,13,649,228,402,272,377
3716918,0,Voting District 18,Stokes,685,308,330,17,1,4,25,543,244,273,8,1,4,13,382,273,105,282,100
3716917,0,Voting District 17,Stokes,2544,2184,237,68,10,6,39,2071,1812,190,38,7,4,20,1265,477,763,538,727
3716916,0,Voting District 16,Stokes,2452,1893,474,28,5,2,50,1870,1463,377,14,3,1,12,1206,571,619,601,605
3716915,0,Voting District 15,Stokes,1892,1825,15,39,0,3,10,1493,1449,12,24,0,3,5,986,308,661,314,672
3717109,0,Voting District 09,Surry,2400,2186,40,132,6,5,31,1782,1656,25,73,5,4,19,816,263,541,269,547
3717118,0,Voting District 18,Surry,3174,2780,85,267,14,2,26,2490,2252,54,155,12,2,15,1330,440,876,496,834
3717105,0,Voting District 05,Surry,3715,3315,31,325,3,7,34,2790,2561,22,181,3,7,16,1464,327,1123,362,1102
3717128,0,Voting District 28,Surry,2233,1945,56,205,10,12,5,1646,1491,38,99,5,10,3,823,251,567,265,558
3717112,0,Voting District 12,Surry,4234,3310,344,422,46,24,88,3344,2753,262,242,31,17,39,1278,599,672,598,680
3717127,0,Voting District 27,Surry,2648,2386,125,105,3,4,25,1967,1802,92,57,1,4,11,981,344,630,357,624
3717103,0,Voting District 03,Surry,4070,3310,49,686,1,5,19,3071,2646,39,370,1,5,10,1454,552,886,640,814
3717106,0,Voting District 06,Surry,2088,1605,63,372,22,1,25,1593,1298,48,218,17,1,11,927,429,492,448,479
3717111,0,Voting District 11,Surry,2631,1650,80,855,1,11,34,1832,1289,64,454,0,7,18,780,309,457,327,453
3717124,0,Voting District 24,Surry,1148,1103,0,31,0,5,9,872,850,0,15,0,5,2,483,127,347,162,321
3717123,0,Voting District 23,Surry,2032,1909,41,44,2,19,17,1589,1508,30,35,0,8,8,938,274,646,345,593
3717116,0,Voting District 16,Surry,2250,1956,45,218,2,10,19,1747,1576,32,118,2,7,12,887,251,628,289,598
3717101,0,Voting District 01,Surry,2747,2491,18,201,5,10,22,2114,1965,11,113,4,10,11,1134,323,801,385,749
3717133,0,Voting District 33,Surry,2022,1746,151,80,26,1,18,1669,1466,116,53,22,1,11,981,384,588,399,582
3717126,0,Voting District 26,Surry,4143,3873,49,179,10,1,31,3220,3062,33,103,5,1,16,1599,482,1097,538,1061
3717107,0,Voting District 07,Surry,1925,1403,152,339,9,0,22,1510,1179,121,189,8,0,13,839,390,441,406,433
3717119,0,Voting District 19,Surry,3598,2955,265,307,13,2,56,2791,2365,212,175,11,2,26,1500,617,868,622,878
3717122,0,Voting District 22,Surry,1846,1615,34,183,2,5,7,1421,1282,26,103,2,4,4,790,296,488,320,470
3717120,0,Voting District 20,Surry,1470,1288,95,49,14,6,18,1121,988,76,31,13,3,10,685,273,408,296,389
3717115,0,Voting District 15,Surry,3316,2687,264,293,15,7,50,2535,2142,208,156,9,7,13,1147,452,678,484,663
3717121,0,Voting District 21,Surry,2550,2372,53,97,8,2,18,2029,1911,44,52,8,2,12,1343,395,933,440,903
3717114,0,Voting District 14,Surry,2203,1764,224,123,44,4,44,1730,1430,180,66,31,4,19,1142,456,677,445,697
3717102,0,Voting District 02,Surry,1436,971,58,384,2,6,15,1122,809,50,251,2,5,5,504,268,230,293,211
3717113,0,Voting District 13,Surry,1782,1486,150,86,31,1,28,1367,1184,111,40,19,1,12,876,396,476,392,484
3717125,0,Voting District 25,Surry,3026,2720,48,220,5,6,27,2301,2123,31,121,1,6,19,1066,406,656,422,644
3717108,0,Voting District 08,Surry,2275,2113,52,76,9,1,24,1793,1682,48,44,9,1,9,1115,343,760,391,724
3717104,0,Voting District 04,Surry,3354,2602,38,684,12,8,10,2458,2023,30,388,6,6,5,1178,421,730,517,661
3717117,0,Voting District 17,Surry,1755,1589,18,103,28,8,9,1325,1240,12,50,18,2,3,834,269,548,302,532
3717110,0,Voting District 10,Surry,1602,1481,16,89,5,0,11,1227,1155,11,51,4,0,6,631,138,486,145,486
37173WHCH,0,Voting District WHCH,Swain,5468,1507,47,337,17,3189,371,3926,1271,43,170,12,2203,227,1525,884,624,874,650
37173BC1,0,Voting District BC1,Swain,2918,2599,6,73,13,163,64,2389,2169,5,51,8,116,40,1363,628,702,716,647
37173BC2,0,Voting District BC2,Swain,3109,2721,20,95,34,184,55,2433,2194,17,56,22,112,32,1504,713,770,804,700
37173ALMOND,0,Voting District ALMOND,Swain,1524,1437,2,27,4,26,28,1204,1158,2,14,3,15,12,875,350,518,406,469
37173ALARKA,0,Voting District ALARKA,Swain,962,904,0,8,2,25,23,760,726,0,2,2,14,16,531,231,286,270,261
37175SW,0,Voting District SW,Transylvania,658,618,7,26,1,5,1,544,516,7,16,1,3,1,313,102,205,107,206
37175BD,0,Voting District BD,Transylvania,3694,3322,171,103,8,9,81,2970,2708,137,77,6,9,33,1747,708,1017,753,994
37175GL,0,Voting District GL,Transylvania,572,546,0,4,2,1,19,443,428,0,2,2,0,11,235,54,179,64,172
37175PF,0,Voting District PF,Transylvania,2124,1799,152,128,11,6,28,1729,1496,127,83,5,5,13,952,406,529,424,528
37175RE,0,Voting District RE,Transylvania,2614,2468,12,80,7,11,36,2020,1939,6,44,5,9,17,1166,289,864,383,783
37175CC,0,Voting District CC,Transylvania,3174,3030,20,60,7,16,41,2584,2480,16,43,6,15,24,1547,510,1018,589,958
37175B3,0,Voting District B3,Transylvania,2270,1943,143,100,12,5,67,1902,1702,102,59,8,3,28,1302,646,633,652,650
37175B2,0,Voting District B2,Transylvania,2480,1668,552,125,10,8,117,1906,1377,394,83,8,3,41,1059,666,376,671,388
37175LR,0,Voting District LR,Transylvania,1911,1844,17,21,3,1,25,1541,1501,14,13,3,1,9,1036,399,623,388,648
37175B4,0,Voting District B4,Transylvania,2246,1975,88,120,36,5,22,1943,1736,83,81,25,4,14,1158,657,486,644,514
37175WC,0,Voting District WC,Transylvania,1854,1812,10,18,3,1,10,1599,1573,8,14,0,1,3,1252,539,700,523,729
37175B1,0,Voting District B1,Transylvania,2503,2305,95,49,23,6,25,2085,1942,76,32,16,5,14,1239,688,531,679,560
37175DR,0,Voting District DR,Transylvania,2673,2599,8,17,14,9,26,2376,2325,7,15,10,6,13,1658,774,869,734,924
37175CM,0,Voting District CM,Transylvania,886,851,1,20,7,4,3,754,724,1,20,5,1,3,548,236,300,236,312
37175BG,0,Voting District BG,Transylvania,754,734,2,4,0,1,13,579,561,2,4,0,1,11,299,69,223,85,214
37175LT,0,Voting District LT,Transylvania,716,688,1,4,3,0,20,619,598,1,3,3,0,14,441,122,317,137,304
37175QB,0,Voting District QB,Transylvania,841,762,0,72,1,2,4,684,612,0,66,1,2,3,348,119,222,126,222
37175EF,0,Voting District EF,Transylvania,1120,1085,0,13,3,3,16,980,955,0,12,3,2,8,609,291,309,276,333
3717714,0,Voting District 14,Tyrrell,91,79,10,0,0,0,2,72,65,5,0,0,0,2,51,10,41,18,33
3717703,0,Voting District 03,Tyrrell,334,215,116,0,0,0,3,275,177,95,0,0,0,3,136,61,73,70,66
3717701,0,Voting District 01,Tyrrell,330,65,253,4,6,0,2,279,58,213,1,6,0,1,189,179,10,176,13
3717702,0,Voting District 02,Tyrrell,2929,1580,1031,209,68,5,36,2414,1331,890,122,57,5,9,1128,473,642,610,518
3717715,0,Voting District 15,Tyrrell,673,374,258,25,7,2,7,532,301,207,13,5,2,4,381,203,177,234,148
3717716,0,Voting District 16,Tyrrell,50,37,9,2,0,0,2,40,30,9,1,0,0,0,25,7,17,13,12
37179033,0,Voting District 033,Union,3276,2719,361,93,20,4,79,2430,2067,253,53,14,3,40,1704,577,1114,498,1206
37179041,0,Voting District 041,Union,3677,3161,177,149,131,5,54,2546,2245,111,90,72,4,24,1957,594,1355,531,1426
37179021,0,Voting District 021,Union,3328,2987,145,115,9,14,58,2454,2229,115,66,9,7,28,1517,408,1086,457,1060
37179028,0,Voting District 028,Union,19738,16191,1358,840,963,25,361,11747,9657,856,479,606,22,127,8400,2816,5541,2322,6078
37179020B,0,Voting District 020B,Union,3794,3389,135,153,50,6,61,2454,2212,96,85,32,6,23,1751,559,1169,476,1276
37179029C,0,Voting District 029C,Union,2942,2475,200,169,35,21,42,2168,1867,138,103,26,11,23,1380,466,892,453,927
37179017B,0,Voting District 017B,Union,5005,4242,316,230,136,5,76,3118,2688,181,131,86,3,29,2233,672,1545,577,1656
37179031,0,Voting District 031,Union,5036,3634,593,609,75,20,105,3443,2581,393,358,53,19,39,1844,761,1062,656,1188
37179043,0,Voting District 043,Union,2307,351,1106,828,1,1,20,1621,315,808,488,1,1,8,672,575,93,560,112
37179038A,0,Voting District 038A,Union,6323,4050,721,1267,114,40,131,4219,2863,498,710,85,19,44,2074,890,1167,780,1294
37179019,0,Voting District 019,Union,5806,4751,531,340,64,12,108,3918,3241,393,200,43,9,32,2580,907,1645,843,1737
37179007,0,Voting District 007,Union,4678,3297,648,622,22,11,78,3431,2573,438,358,18,9,35,1942,734,1186,710,1232
37179022,0,Voting District 022,Union,3165,2916,87,76,37,7,42,2397,2234,60,49,30,7,17,1696,294,1380,330,1366
37179037A,0,Voting District 037A,Union,5951,4547,574,532,171,30,97,4162,3233,393,339,132,22,43,2282,860,1395,768,1514
37179018,0,Voting District 018,Union,3067,2745,114,82,75,2,49,2157,1958,78,52,51,1,17,1770,437,1316,399,1371
37179023,0,Voting District 023,Union,2917,2313,283,250,15,9,47,2225,1830,201,157,10,6,21,1410,483,909,507,903
37179042,0,Voting District 042,Union,2906,2069,303,454,19,15,46,2154,1637,198,269,16,10,24,1118,412,691,407,711
37179005,0,Voting District 005,Union,4798,3423,551,675,52,16,81,3410,2565,373,399,32,11,30,1974,762,1188,723,1251
37179004,0,Voting District 004,Union,3995,406,1387,2109,5,7,81,2620,344,955,1277,3,6,35,818,712,103,684,134
37179001,0,Voting District 001,Union,3805,880,946,1867,50,7,55,2506,734,598,1105,41,7,21,675,475,194,444,231
37179034,0,Voting District 034,Union,4433,3370,620,369,37,5,32,3245,2597,410,201,22,5,10,2103,670,1416,639,1464
37179006,0,Voting District 006,Union,2681,2154,175,261,44,16,31,2004,1670,126,147,37,11,13,1208,334,863,358,850
37179036,0,Voting District 036,Union,3194,2323,581,210,9,5,66,2351,1808,397,114,7,4,21,1351,480,862,516,835
37179027,0,Voting District 027,Union,2731,2276,318,100,4,10,23,2103,1791,244,57,1,4,6,1244,373,861,431,813
37179008,0,Voting District 008,Union,4719,2307,1505,787,36,18,66,3716,2039,1112,474,35,15,41,1613,1027,566,946,667
37179013,0,Voting District 013,Union,3653,3486,23,86,17,4,37,2624,2529,13,50,9,4,19,1721,277,1427,312,1409
37179039,0,Voting District 039,Union,2812,2513,159,86,20,11,23,2103,1878,132,54,18,9,12,1211,306,900,306,905
37179010,0,Voting District 010,Union,2302,743,778,740,1,5,35,1620,608,543,448,1,5,15,831,597,228,575,256
37179003,0,Voting District 003,Union,2623,1069,609,918,9,4,14,1961,961,422,562,8,4,4,808,440,362,435,373
37179002,0,Voting District 002,Union,3179,1057,1101,950,15,10,46,2125,860,671,551,10,7,26,1127,720,391,692,435
37179025,0,Voting District 025,Union,2915,2337,274,216,21,17,50,2211,1843,200,126,15,10,17,1230,400,823,415,815
37179024,0,Voting District 024,Union,3358,2984,216,117,8,15,18,2552,2301,162,64,8,11,6,1487,406,1066,444,1043
37179009,0,Voting District 009,Union,2415,1014,1067,288,5,6,35,1717,792,735,171,5,6,8,1004,691,307,667,337
37179026,0,Voting District 026,Union,2912,2329,321,181,19,24,38,2149,1785,220,95,14,18,17,1209,375,825,425,784
37179032,0,Voting District 032,Union,4095,3521,252,161,114,4,43,2972,2586,200,89,80,4,13,2117,613,1489,577,1540
37179040,0,Voting District 040,Union,4926,4243,268,166,144,12,93,3224,2834,172,82,92,8,36,2382,747,1611,621,1761
37179014,0,Voting District 014,Union,2342,1876,138,239,12,23,54,1751,1447,101,150,11,16,26,974,327,636,344,630
37179030,0,Voting District 030,Union,6508,4382,989,898,110,23,106,4710,3338,681,556,83,18,34,2637,1100,1518,1049,1588
37179016,0,Voting District 016,Union,5465,4586,362,302,93,30,92,3793,3234,243,178,63,23,52,2219,759,1441,665,1554
37179015,0,Voting District 015,Union,5841,4654,423,483,126,38,117,4273,3494,314,297,96,27,45,2731,1004,1705,897,1834
37179012,0,Voting District 012,Union,3138,3067,23,29,4,2,13,2328,2283,18,17,3,2,5,1578,293,1273,334,1244
37179035,0,Voting District 035,Union,2406,2226,61,76,20,2,21,1797,1681,44,43,17,2,10,1436,435,982,407,1029
37179011,0,Voting District 011,Union,3459,3236,43,121,16,10,33,2524,2386,32,76,10,8,12,1614,320,1273,357,1257
37179020A,0,Voting District 020A,Union,4469,3433,572,323,42,8,91,3079,2396,421,182,31,7,42,2068,897,1150,772,1296
37179017A,0,Voting District 017A,Union,4593,3704,378,352,69,11,79,3154,2618,235,225,47,8,21,2145,721,1410,649,1496
37179029A,0,Voting District 029A,Union,5935,4116,836,703,124,11,145,3815,2687,545,433,90,8,52,2331,1154,1150,978,1353
37179038B,0,Voting District 038B,Union,3422,2860,236,177,65,16,68,2455,2104,153,113,49,10,26,1666,566,1080,530,1136
37179037B,0,Voting District 037B,Union,1859,1695,80,34,29,4,17,1276,1158,60,26,23,2,7,1074,307,766,275,799
37179029B,0,Voting District 029B,Union,2393,1991,190,134,44,4,30,1600,1353,113,91,30,3,10,1173,456,711,400,773
37181WATK,0,Voting District WATK,Vance,640,611,21,4,4,0,0,504,481,18,3,2,0,0,426,103,322,146,280
37181WH2,0,Voting District WH2,Vance,1499,641,778,20,34,6,20,1220,570,590,15,25,6,14,654,380,270,394,260
37181SH1,0,Voting District SH1,Vance,3609,782,2280,491,7,10,39,2587,668,1586,300,6,8,19,1389,1073,306,1066,323
37181TWNS,0,Voting District TWNS,Vance,1341,620,675,26,2,0,18,1089,528,537,13,2,0,9,706,444,253,473,233
37181MIDD,0,Voting District MIDD,Vance,3712,1816,1779,71,9,2,35,2875,1455,1344,44,9,2,21,1989,1217,766,1290,699
37181DABN,0,Voting District DABN,Vance,2818,1672,969,116,23,13,25,2145,1300,733,72,14,11,15,1316,660,652,709,607
37181WMSB,0,Voting District WMSB,Vance,3332,1411,1724,121,4,2,70,2477,1135,1254,57,4,2,25,1752,1184,562,1223,529
37181NH2,0,Voting District NH2,Vance,1170,533,579,46,4,2,6,916,453,429,24,4,2,4,557,337,214,364,193
37181SCRK,0,Voting District SCRK,Vance,6711,3304,2690,635,7,7,68,4829,2599,1859,331,7,4,29,2667,1496,1161,1624,1043
37181SH2,0,Voting District SH2,Vance,1625,647,630,314,3,1,30,1188,541,443,185,3,1,15,549,374,170,392,158
37181HTOP,0,Voting District HTOP,Vance,1217,429,704,53,15,0,16,937,346,536,36,8,0,11,628,437,190,454,174
37181NH1,0,Voting District NH1,Vance,3561,407,2980,99,16,4,55,2565,345,2116,51,11,4,38,1605,1469,128,1446,158
37181EH2,0,Voting District EH2,Vance,1517,353,818,314,5,2,25,988,289,503,180,3,0,13,439,308,129,303,136
37181EH1,0,Voting District EH1,Vance,3184,255,2580,314,2,5,28,2298,225,1863,191,2,5,12,1573,1484,88,1464,109
37181WH1,0,Voting District WH1,Vance,3664,2282,1204,64,65,13,36,2930,1977,839,42,40,8,24,2097,935,1150,1064,1033
37181KITT,0,Voting District KITT,Vance,5822,3338,2066,363,6,12,37,4333,2603,1509,188,5,12,16,2415,1179,1223,1312,1102
3718307-10,0,Voting District 07-10,Wake,6941,4505,1253,627,397,25,134,5746,3859,1027,451,315,18,76,3452,2100,1308,1900,1552
3718307-11,0,Voting District 07-11,Wake,1277,1163,41,32,31,0,10,1065,977,36,23,25,0,4,1007,488,514,461,546
3718307-12,0,Voting District 07-12,Wake,3669,2390,644,490,72,3,70,2972,2033,496,336,59,2,46,2064,1193,854,1133,931
